,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
152,Associate Business Analyst,$58K - $86K (Employer est.),"Primary Details
Time Type: Full time
Worker Type: Employee
The Opportunity

This role will contribute to essential process documentation and project implementation of functional and technical solutions designed to enhance business capability, achieve results and support organizational growth.
Primary Responsibilities

Support development of implementation and improvement plans by communicating with key stakeholders to define business needs, analyze requirements and desired outcomes and recommend solutions

Required Education


Required Experience


Preferred Competencies/Skills


Preferred Knowledge


About QBE",4.0 ★,QBE4.0 ★,"Ramsey, MN",-1,10000+ Employees,1886,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
153,Data Analyst,$57K - $88K (Glassdoor est.),"Who we are
Olink Proteomics is a rapidly growing life science company committed to advancing the understanding of human diseases through proteomics. We are dedicated to innovation, quality, rigor, and transparency, providing outstanding solutions and support for human protein biomarker discovery.
The vital role of proteins in understanding human biology has been recognized for many decades, but technological limitations severely restricted the comprehensive investigation of the huge number of proteins that could be important in different biological processes and diseases. With Olink, scientists can now simultaneously measure thousands of human proteins using just a few µL of blood sample, with highly specific, thoroughly validated assays that cover a very wide dynamic range (fg/mL to µg/mL).",3.6 ★,Olink3.6 ★,"Boston, MA",-1,51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
154,Payor Data Analyst - Remote,$57K - $85K (Glassdoor est.),"Job Description:
Sharecare is the leading digital health company that helps people – no matter where they are in their health journey – unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.

Job Summary:

The Payor Data Analyst ensure consistent and effective management of client data within existing Sharecare processes, works to drive data quality and follows governance for Audit Data analytics, responsible for the management and quality control of datasets in preparation for production and reporting usage. Serves as a SME on client level data, data submission and ingestion processes and other assigned data heavy processes.",4.1 ★,Sharecare4.1 ★,"Atlanta, GA",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
155,Logistics Data Analyst (Remote Friendly),$58K (Employer est.),"WebstaurantStore.com is the leading ecommerce website to meet the purchasing needs of food service professionals worldwide. Webstaurant Store, a Clark Associates company, is looking for an analytical candidate to join our growing company as a Logistics Data Analyst on our Outbound Transportation Team within the Logistics Department. This role focuses on analyzing and providing data to support suggested business logic improvements and is a key part of growing our business.
We are looking for a data-driven and insightful individual who can take initiative to identify inefficiencies in our supply chain and collaborate with the Outbound Transportation Team and other departments to solve them.
As a Logistics Data Analyst you will:
Identify areas for potential financial savings within our supply chain and implement strategies to realize cost reduction",3.9 ★,Webstaurant Store3.9 ★,"Lititz, PA",-1,1001 to 5000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,$500 million to $1 billion (USD),-1
156,Consulting Analyst / Data Analyst II,$68K - $75K (Employer est.),"As a Consulting Analyst / Data Analyst II you will partner closely with a cross-functional team of medical device experts, analysts, and project managers to enable hospital supply chain teams to successfully lead clinically informed value analysis and strategic sourcing initiatives.
A successful candidate will be a creative problem-solver with a client-first mentality who is comfortable working in a fast-paced environment. They will share a passion for learning and using data to create insights and drive decisions.
Duties and Responsibilities
Develop and maintain an in-depth understanding of data sets and recommendations, including client transactional data, electronic medical records data, and proprietary classification data sets
Support multiple concurrent client initiatives by performing savings opportunity assessments, RFP & award scenario analyses, and other reporting as required",3.7 ★,"Global Healthcare Exchange, Inc.3.7 ★","Louisville, CO",-1,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),-1
157,Advancement Data Analyst,$65K - $80K (Employer est.),"Requisition Number:
49323
Location:
Boulder, Colorado
City
Boulder
State
Colorado",3.8 ★,University of Colorado Boulder3.8 ★,"Boulder, CO",-1,10000+ Employees,1876,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1
158,Data Analyst,$80K - $118K (Employer est.),"POSTING NUMBER: #1648
POSITION TITLE: Data Analyst
CLOSING DATE: Until Filled
LOCATION: Remote, USA

The Public Health Institute (PHI) is an independent, nonprofit organization dedicated to promoting health, well-being, and quality of life for people throughout California, across the nation and around the world. As one of the largest and most comprehensive public health organizations in the nation, we are at the forefront of research and innovations to improve the efficacy of public health statewide, nationally, and internationally.",4.1 ★,Public Health Institute4.1 ★,Remote,-1,501 to 1000 Employees,1964,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$25 to $100 million (USD),-1
159,Data Analyst,-1,"Community Medical Center, an affiliate of RWJBarnabas Health, is a 592-bed, fully accredited acute care hospital offering area residents world-class medical treatment with the comforts of hometown care. Opened in 1961, CMC has evolved into the state s newest teaching hospital with four residency programs and Ocean County s largest and most active health care facility caring for over 21,500 inpatients, 178,000 outpatients and 73,700 emergency department patients each year.
In this key role, the Data Analyst in the Neuroscience Institute is responsible for the computerized compilation and documentation of regularity and accreditation reports for overall quality of patient care delivered throughout the hospital organization.
Collects, correlates, analyzes and inputs data from properly identified stroke, epilepsy, Neurosurgery, and other neurology patients",3.4 ★,RWJBarnabas Health3.4 ★,"Toms River, NJ",-1,10000+ Employees,1982,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
160,Data and Strategy Analyst,$62K - $89K (Glassdoor est.),"When you work at Equity Trust, there is never a dull moment! You get to be a part of a dynamic, innovative, and collaborative team dedicated to providing a superior client experience and driven by performance. Our culture of learning and growth encourages our teams to challenge the status quo and break through ceilings to establish new standards for our industry. For all our associates, the journey is both challenging and rewarding, and we embrace the flexibility to allow you to pave your own path. Come join our mission and learn what it truly means to self-direct your future!

This position is based out of our Westlake, OH office and is eligible for a hybrid schedule after probationary period.
JOB OVERVIEW

The Data & Strategy Analyst collects, organizes, analyzes, and delivers data related to the business operations, sales, customer service, strategic initiatives, and Equity Trust products. The analyst will develop and maintain reports, including dashboards, KPI reporting, and other ad-hoc reports as requested.

As part of the Product Management and Client Insight team, the Data & Strategy Analyst will conduct market research and report on overall trends within the financial industry (both competitor and non-competitor) to ensure that Equity Trust is in position to develop products and services that ensure we are exceeding customer expectations.

RESPONSIBILITIES & DUTIES

QUALIFICATIONS

PROFESSIONAL CERTIFICATIONS

TECHNICAL SKILLS

To be successful in this role, you should have experience with and an understanding of the following:

CULTURAL COMPETENCIES

In addition to our core company competencies of Cultivates Innovation, Nimble Learning, Action Oriented, Collaborates, and Being Resilient, a successful candidate in this role should exhibit the following behavioral competencies:

PHYSICAL DEMANDS/WORK ENVIRONMENT

This job operates in a professional office environment and routinely uses standard office equipment. While performing the duties of this job, the associate is regularly required to speak and hear. The associate is frequently required to sit for extended periods of time, as well as stand, walk, use hands and fingers, and reach with hands and arms. This job requires the ability to lift files, open filing cabinets, and bend or stand on a stool as necessary.

DISCLAIMER/ASSOCIATE ACKNOWLEDGEMENT

The above statements describe the general nature and level of work only. They are not an exhaustive list of all required responsibilities, duties, and skills. Other duties may be added, or this description amended at any time.

Equity Trust Company is an equal opportunity at will employer and does not discriminate against any employee or applicant for employment because of age, race, religion, color, disability, sex, sexual orientation or national origin.",4.4 ★,Equity Trust Company4.4 ★,"Westlake, OH",-1,201 to 500 Employees,1974,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1
161,2023 Masters Residency - Data Analyst,$95K - $112K (Employer est.),"X is Alphabet’s moonshot factory. We are a diverse group of inventors and entrepreneurs who build and launch technologies that aim to improve the lives of millions, even billions, of people. Our goal: 10x impact on the world’s most intractable problems, not just 10% improvement. We approach projects that have the aspiration and riskiness of research with the speed and ambition of a startup.
THE FOUNDATION OF AN AMAZING JOURNEY
Our goal at X is to make the world a radically better place. In order to do that we seek fresh unexpected perspectives, from different fields, and that’s why we’re excited about you.
Life here isn’t easy, but it’s fun. We’re trying to build things most people can’t even imagine, and we’re doing it with the hope of making a huge, positive impact on the world. You’ll be embedded into a moonshot project, where you’ll partner with team members to solve key challenges.",3.6 ★,Loon3.6 ★,"Mountain View, CA",-1,1001 to 5000 Employees,-1,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
162,"Analyst, AMR Data",$36K - $53K (Glassdoor est.),"Company Overview
At Spire, we believe energy exists to help people. To enrich their lives, grow their businesses, advance their communities. It’s a simple idea, but one that’s at the heart of everything we do. We are committed to understanding the needs of the homes and businesses we serve. That's why we're always looking for driven, collaborative people to join our team. Because we believe that offering our customers the best service means bringing together the best people.
And we find the best by hiring those who share our values of drive, safety, inclusion and integrity, and demonstrate our four essential behaviors that bring the Spire vision, mission and culture to life:
We make it happen: We are a company of go-getters, acting on every opportunity to help our company advance",3.8 ★,Spire Inc.3.8 ★,"Birmingham, AL",-1,1001 to 5000 Employees,1857,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),-1
163,Data Analyst,$44K - $64K (Glassdoor est.),":

Webster University is seeking a full-time Data Analyst in the Office of Institutional Effectiveness (OIE). The Data Analyst provides data support for the University's strategic and operational planning and decision-making, program planning and review, institutional and specialized accreditation, and other initiatives. The Data Analyst is a member of the OIE team which is responsible for 1) regular external reporting to accreditors, state and federal agencies, and other external bodies for compliance purposes, 2) completion of external surveys, such as rankings lists, in which the University participates, 3) routine internal reporting for decision-making, 4) organizing and reporting on internal surveys of various populations, and 5) conducting institutional research and developing data reports and analyses on topics for a variety of University constituents. This is an on-site position with flexible location and scheduling options available.


Institutional Effectiveness-INEF


Within range of an office environment.

Webster Groves Campus-WEBG

Minimum Qualifications
Education

Bachelor's degree required; master's degree preferred

Functional/Technical Skills

Experience with relational database software

Demonstrated proficiency in Excel, including pivot tables and lookup functions

Knowledge of descriptive statistics

Strong skills in time management and prioritization, meeting deadlines, organizing projects, and customer service

Strong attention to detail and accuracy; demonstrated commitment to quality assurance and quality control measures to ensure accurate and timely deliverables.

Ability to present complex data in a meaningful way for users; data visualization skills

Ability to work in a team environment

Commitment to diversity and inclusion

Preferred Qualifications

Advanced Excel experience, such as macros, Power Pivot, and Power Query

Experience with dashboard tools such as PowerBI, Tableau, or R Shiny

Experience with or desire to learn Python or R for data analysis

Experience with multi-table reporting with SQL

https://recruiting.adp.com/srccar/public/RTI.home?c=1180715&d=ExternalCareerSite&r=5000958075706#/


Minimum Qualifications

Preferred Qualifications

Department

Special Instructions For Applicant

Physical Demands

To apply, visit https://recruiting.adp.com/srccar/public/RTI.home?c=1180715&d=ExternalCareerSite&r=5000958075706#/

jeid-d704cf9f78754642a57590dfc410d086",3.7 ★,Webster University3.7 ★,"Saint Louis, MO",-1,1001 to 5000 Employees,1915,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
164,"Business Analyst, Level I (Junior)",$71K - $104K (Glassdoor est.),"Concept Plus LLC Is seeking a Jr. Business Analyst Provide expertise in business process and system analysis, design, improvement, and implementation efforts and in translating business process needs into technical requirements. Provide expertise in change management and training support. Provide organizational and strategic planning for a wide variety of technical and functional environments. Provide expertise in, but not limited to, Configuration Management, Strategic Planning, Knowledge Management, Business Analysis and Technical Analysis.

Business Analyst Level I

Primary Responsibilities:
Write clear and well-structured business requirements / documents
Create reports, dashboards, and visualizations to measure performance",4.5 ★,Concept Plus4.5 ★,"Fairfax, VA",-1,51 to 200 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
165,Business Analyst,$85K - $90K (Employer est.),"Business Analyst

Florida, United States
May 25, 2023
Employment-based non-immigrant visa sponsorship and/or assistance is not offered for this specific job opportunity.
Job Description
Business analysts serve as a liaison between the customer and the product development team by collecting, analyzing and translating customer feedback into requirements for product enhancements and development.",3.9 ★,Willis Towers Watson3.9 ★,"Tampa, FL",-1,10000+ Employees,1828,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),-1
166,Jr. Analyst,-1,"Imagine360 is looking for a Jr. Analyst to join our team to support the development and execution of business analytics.

Duties/Responsibilities:
Analyze data across various departments to solve business problems, create value and efficiency and find opportunities.
Compile, analyze and interpret data analyses with guidance from various stakeholders. Prepare analytical reports and develop data visualizations using best practices adhering to internal standards. Present findings to stakeholders and/or clients directly as needed.
Evaluate options and make recommendations to business processes to gain efficiencies and enhance performance.",3.2 ★,Imagine3603.2 ★,Remote,-1,1001 to 5000 Employees,2022,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
167,Dispatcher and Data Analyst,$36K - $53K (Glassdoor est.),"Join a team recognized for leadership, innovation and diversity
The future is what you make it.

When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future.

SETS Honeywell SETS is a pioneer in automation control, instrumentation and services for the oil and gas; refining; pulp and paper; industrial power generation; chemicals and petrochemicals; biofuels; life sciences; and metals, minerals, and mining industries. SETS offers technologies that extend information and knowledge from the plant floor to the board room and comprehensive lifecycle services that help ensure more productive and stable operations. SETS is part of Honeywell’s Performance Materials and Technologies strategic business group. At Honeywell, we look for people driven by a desire to contribute, be challenged and grow. Our people make Honeywell a special company and are a key competitive advantage.

This job requires a person who can handle the dispatching of multiple technicians across multiple locations daily. They will be required to work with local Honeywell Field Service Engineers and Project Managers to come up with a detailed dispatching guide. Must be able to handle any changes that happen throughout the day and act quickly to make said changes. Will also be assisting local technicians on helping find accounts via phone/text. As a part of this job, this position also requires photo QA done daily in which data will have to be recorded manually with the potential of customer calling for appointments when needed. Need a person with strong excel skills to use a customize data analysis tool for quality checks.",4.0 ★,Honeywell4.0 ★,"Houston, TX",-1,10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
168,Data Analyst I or II,$73K - $109K (Glassdoor est.),"As a Data Analyst you will be responsible for collaborating with leadership to identify data analytics opportunities, and to design, develop and deliver reports, dashboards and analytical projects. You will design innovative analytic approaches to test hypotheses, extract actionable insights by identifying patterns in structured and unstructured data, and develop recommendations to drive business performance. You will be instrumental in leading the use of analytics as a critical value driver across our organization.
Position Requirements
Bachelor’s Degree from a four-year college or university; or ten (10) years of progressive experience with the implementation, operation, programming and development of data and business intelligence solutions, or an equivalent in a related field, or the equivalent combination of training, education and experience.
Experience in the application of statistical methods, mathematical techniques, forecasting, cost-benefit analysis, related analytical tools and programming languages. Extensive experience in problem resolution including determining root cause, scope and scale of issues. Experience working in an Agile development and project management environment.",2.6 ★,Northrop Grumman Federal Credi2.6 ★,"Gardena, CA",-1,51 to 200 Employees,1946,Nonprofit Organization,Banking & Lending,Financial Services,$25 to $100 million (USD),-1
169,IT Business Analyst I/II,$71K - $96K (Glassdoor est.),"The Business Analyst I/ II works under general supervision to support IT and Business initiatives. They must have excellent analytical skills to interpret and translate the needs of customers into operational processes. They may lead small to medium sized efforts and support team members throughout the project lifecycle. Under the direction of the senior Business Analysts, they will aide in documenting user stories, business requirements and comprehensive solutions for a number of initiatives based on the project methodology. Candidate will be hired based on appropriate level of experience.
Key Responsibilities:
Continue to gain the working knowledge of the IT Organization and business systems that they support.
Understand the Platform(s) business objectives and develop a strong working relationship with business partners and stakeholders that they support.
Under general supervision, provide quality documentation support for business/functional requirements gathering; process analysis; gap analysis; design of new functionality; and product testing for medium to large sized efforts.",4.3 ★,Arbella Insurance Group4.3 ★,"Quincy, MA",-1,1001 to 5000 Employees,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
170,Data Analyst,-1,"Job Title: Data Analyst
Location: Virtual
Job Summary:
The position of Data Analyst Intern will support in building the technical groundwork for analytics within the firm . This will involve i dentif ying , analyz ing , and interpret ing trends or patterns in data sets and provid ing ongoing reports and dashboards.

Responsibilities:
Extracts and integrates data from internal and external sources and prepares technical reports and spreadsheets
Assist in development of company financial dashboard",2.9 ★,"Apprio, Inc.2.9 ★",Remote,-1,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),-1
171,Analyst Medical Data,$39.88 - $47.14 Per Hour (Employer est.),"Location
New York, New York
Shift:
Day (United States of America)
Description:
Medical Data Analyst – Central Billing Office (Remote)

Join the patient-inspired team at New York-Presbyterian and bring new meaning to your career. See how the revenue cycle team in our Central Billing Office plays an active role in world-class care and caring. Thrive as a valued member of the team and feel the pride of mission-driven achievement. Here, putting patients first is our mission, which means we stay committed to excellence in all aspects of our organization, including maintaining the accuracy and integrity of our medical records. And as we look to the promising future ahead, we seek talented professionals like you to help drive our financial growth while building on our reputation for excellence as one of the nation’s top-ranked hospitals.

$39.88-$47.14/Hourly",4.0 ★,NewYork-Presbyterian Hospital4.0 ★,Manhattan,-1,10000+ Employees,1998,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
172,Reporting & Data Analyst,$70K - $102K (Glassdoor est.),"As an NRG employee, we encourage you to think creatively and proactively about your career choices. Our work environment is dynamic and the career opportunities across our businesses offer variety and challenge. Providing career growth to our own employees is critical to our ongoing success-take charge of your career goals and empower your future!

Job Summary:
NRG Home East Region is seeking an energetic and ambitious individual to support our Offer Pricing and Revenue Management team. The ideal candidate will have strong analytical skills with the ability to execute several different duties while maintaining the same commitment to quality and detail. This position will provide support primarily in terms of reporting, data analysis, and research but candidate should be prepared to expand their duties to meet shifting priorities within the organization.",3.8 ★,NRG3.8 ★,"Princeton, NJ",-1,5001 to 10000 Employees,1992,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),-1
173,Data Analyst,$53K - $77K (Glassdoor est.),"Ameresco, Inc. (NYSE:AMRC) is a leading cleantech integrator and renewable energy asset developer, owner and operator. Our comprehensive portfolio includes energy efficiency, infrastructure upgrades, asset sustainability and renewable energy solutions delivered to clients throughout North America and Europe. Our solutions range from upgrades to facility’s energy infrastructure to the development, construction and operation of renewable energy plants combined with tailored financial solutions. We foster an entrepreneurial, collaborative, and forward-thinking culture that thrives with innovation, diversity of thought, and inclusion. We are excited with all that the future holds for our industry, planet, and communities.
Ameresco has a new opportunity for a Data Analyst. This is an entry-level position, maximizing green energy production, reporting to the Remote Operations Control (ROC) Center Manager working in Ameresco’s Operations & Maintenance Group located in Pink Brook, NJ.
Responsibilities
Monitor real-time control center operations and the performance of solar power plants across the US;",4.0 ★,Ameresco4.0 ★,"Pine Brook, NJ",-1,1001 to 5000 Employees,2004,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),-1
174,Regulatory Reporting Data Analyst (New or Recent Graduate) - Immediate Start Date,$64K - $94K (Glassdoor est.),"111 W Monroe - 115 S LaSalle Chicago Illinois,60603
Supports the execution of accurate and efficient reporting solutions for risk, regulatory and management information to internal and external stakeholders including regulatory bodies. Supports an efficient and effective risk management function which uses common information sources and practices, reduces ongoing costs, increases service level performance and minimizes risk.
Designs, develops, and implements reporting solutions to meet management and regulatory reporting requirements.
Provides advice and guidance to assigned business/group on implementation of analytical and reporting solutions.",3.8 ★,BMO Harris Bank3.8 ★,"Chicago, IL",-1,10000+ Employees,1882,Subsidiary or Business Segment,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
175,Data Analyst,$75K - $95K (Employer est.),"Job Summary
The Data Analyst will participate in the development of analysis and work collaboratively as a member of the analytics team to develop and maintain databases, meaningful reporting, and business intelligence tools. This role would be responsible for the ground-up development of metrics in partnership with the company executive leadership team and the creation of tools to monitor and disseminate the results of these metrics to all stakeholders.
Job Responsibilities:
Collects data and formulates intelligence to help achieve business objectives
Identifies sources of incremental value creation, best practices, and improvement opportunities.",4.0 ★,MyCare Medical Group4.0 ★,"Lutz, FL",-1,501 to 1000 Employees,2018,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
176,Data Analyst,$63K - $73K (Employer est.),"Department

UITS ANALYSIS & INST'L EFFECTI (UA-INAI-IUINA)
Department Information

At University Information Technology Services (UITS) we provide the technology, tools, and services you need to succeed. UITS supports IU's vision for excellence in research, teaching, outreach, and lifelong learning. We ensure a workplace that encourages growth, flexibility, and creativity, as well as a culture that champions inclusion, diversity, and overall employee well-being through programs supported university wide. As an Equal Opportunity Employer, we believe in each person's potential, and we'll help you reach yours.",4.1 ★,Indiana University4.1 ★,"Indianapolis, IN",-1,5001 to 10000 Employees,1820,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1
177,"Associate Data Analyst- Norfolk, VA - Hybrid",$65K - $98K (Glassdoor est.),"We invite you to explore a future with us at PRA Group, a diverse and growing company that has a tangible impact on the global economy.
Position Summary:
Follows standardized practices/procedures while working on routine assignments. Applies broad theoretical knowledge obtained through education. Supports projects and programs.

Designs, develops, implements, and maintains data programming solutions for data quality and business rules analysis, hypothesis testing, champion/challenger testing, and product or strategy decision advancements. Maintains a technical process expertise through understanding of the software solutions, technical steps, and underlying data used to execute the decisioning. Subject matter expert on the input and output of data to support any research or advancements. Programs for the desired workflow of data decisions and hypothesis testing. Maintains a quality and control aspect of the data execution used for decision making. Is able to build data visualizations to report and inform others what is occurring in the underlying data.",3.4 ★,PRA Group3.4 ★,"Norfolk, VA",-1,1001 to 5000 Employees,1996,Company - Public,Debt Relief,Financial Services,Unknown / Non-Applicable,-1
178,Data Analyst,$59K - $89K (Glassdoor est.),"About the Opportunity
Summary
The Data Analyst will turn data into information, information into insight, and insight into business decisions. The Data Analyst will conduct full lifecycle analysis to include requirements, activities and design, develop analysis and reporting capabilities, and monitor performance and quality control plans to identify improvements.
Responsibilities include but are not limited to:
Drawing from both internal and external data sources, prepare data analyses that inform and respond to information needs.
Coordinate, compile, and retrieve data
Extract and present data from university data systems to support reporting
Data Planning and Analysis",4.2 ★,Northeastern University4.2 ★,"Boston, MA",-1,1001 to 5000 Employees,1898,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
179,Data Analyst I,$56K - $79K (Glassdoor est.),"Posting End Date:
June 21, 2023
Employee Type:
Regular-Full time
Union/Non:
This is a non-union position
Enbridge is looking for a Data Analyst who will work within the Business Systems group and will be responsible for evaluating, querying, formatting, and supporting the data in the systems supported by this group. The Data Analyst will be responsible for maintaining communication within the Business Systems, stakeholders and TIS about the data supported while also working to assist with ongoing Data Governance project for Gas Transmission & Midstream entity.
Are you interested? Apply today!!
Here’s what you will do:",4.1 ★,Enbridge4.1 ★,"Houston, TX",-1,10000+ Employees,1949,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),-1
180,Data Analyst I,$41K - $55K (Glassdoor est.),"Job Summary:
If you live in or around the San Antonio area and you meet most of the criteria required for this role, submit an application today!
The primary objective of the Data Analyst l role is to deliver actionable and insightful information through all available technology-driven channels to various levels throughout the organization. The ideal candidate, is a self-driven individual that can seek out answers for data-requirements in a dynamic organization and can move between being a team player with organizational projects and initiatives to a strong individual contributor. Statistical analysis, process improvement, or software engineering experience or exposure will be relevant for this role; however, the candidate must demonstrate effective report development skills with mainstream or industry-relevant report development tools.
Key Responsibilities:",4.3 ★,Firstmark Credit Union4.3 ★,"San Antonio, TX",-1,201 to 500 Employees,1932,Company - Private,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
181,Apprentice IT (Data Analyst),$61K - $93K (Glassdoor est.),"Nestlé Information Technology is the digital arm of the world’s largest nutrition, health, and wellness company. With 150+ years in business, 2,000+ brands, and 270,000+ diverse team members—you’re joining an organization that’s revolutionizing food and championing global humanitarian efforts with technology at its core.

Joining Nestlé IT means you’ll never stop learning and sharpening new skills. Tools, technologies, and innovation for the next generation of food is part of it. Working with team members from different cultures and corners of the world on truly meaningful initiatives is what makes our work inspiring. Think beyond technology. Feel like you belong. Join a Force for Good.

This position is not eligible for Visa Sponsorship.
Position Summary

The Data Analyst Apprenticeship is an entry-level position within Nestlé IT geared toward building upon the foundations of a career as a Data Analyst. As an Apprentice, you will complete the Open Classrooms Data Analyst Registered Apprenticeship training program while simultaneously working for Nestlé IT in the context of a 12-month contingent contract. You will earn a stipend during the training program. The program rhythm consists of one day of online technical training, working one-on-one with a mentor, and four days of on-the-job training per week. The 12-month competency-based training program includes on-the-job training and a technical training program.",4.1 ★,Nestlé IT4.1 ★,"Solon, OH",-1,10000+ Employees,1867,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
182,Junior Data Analyst,$45K - $69K (Glassdoor est.),"Hintz and Co is a boutique full service media agency with depth and passion. Hintz Group operates in Europe and North America and services its clients through a portfolio of specialist teams that span across media, strategy, digital, data consulting, programmatic buying and performance marketing. We balance digital with traditional, data with instincts, delivering meaningful media executions.
We are committed to fostering a culture that empowers our people, encourages sustainability and promotes teamwork and work-life balance
About The Role
With our head office in France, Hintz has more recently opened an office in North America and is currently building a team of energetic, nimble and passionate individuals. You will be hands-on across a variety of projects, with a huge opportunity for career progression and play a critical role within the team on a daily basis.",3.8 ★,Hintz and Co3.8 ★,"Los Angeles, CA",-1,1 to 50 Employees,1979,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),-1
183,Data Analyst,$55K - $77K (Glassdoor est.),"AIPSO is a management organization and service provider for various insurance industry groups responsible for administering the residual market. We are a national organization that serves local customer needs. Centralization and standardization are key to many AIPSO services because of the inherent economies of scale and other efficiencies. However, our organization is based on customer focus and recognizes the need for flexibility in serving customer groups with diverse interests.

Essential Duties and Responsibilities::
Support operations and conduct data analytics projects to provide information and insights to stakeholders
for decision-making or solution development.
Implement data standards and deploy automation tools to extract, synthesize, and validate data from
different sources and transform data into usable metrics.
integrity.
decision-making.
including dashboards, infographics, reports, and models to inform and support decision-making.
quality assurance professionals, or researching data errors.


Bachelor's degree (BA/BS) majoring in mathematics, statistics, or related field from a four-year college or university. Additional appropriate experience may be considered in lieu of a degree.


3 or more years experience in the data analysis field required Experience using databases, spreadsheets, statistical software, and computer languages to compile and categorize data. Adhere strictly to procedures and quality control standards.


Strong spreadsheet and technical skills to use databases and pivot tables.
consider a wide range of alternatives before acting.
information and respond to questions from groups or individuals.
exhibits.",3.9 ★,AIPSO3.9 ★,"Johnston, RI",-1,201 to 500 Employees,1972,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1
184,Data Visualization Analyst,$69K - $99K (Glassdoor est.),"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the US, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.",4.2 ★,Roku4.2 ★,"Austin, TX",-1,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),-1
185,Reporting Data Analyst,$64K - $92K (Glassdoor est.),"Medlogix, LLC delivers innovative medical claims solutions through a seamless collaboration of our Medlogix® technology, our highly skilled staff, access to our premier health care provider networks, and our commitment to keeping our clients’ needs as our top priority. Medlogix has a powerful mix of medical expertise, proven processes and innovative technology that delivers a more efficient, disciplined insurance claims process. The result is lower expenses and increased productivity for the auto insurance and workers’ compensation insurance carriers; third party administrators (TPAs); and government entities we serve.
As a Reporting Data Analyst at Medlogix, you will play a pivotal role in curating, managing, and leveraging data to drive informed decision-making. You will work closely with various stakeholders, including the IT team, business users, and executives, to understand their data needs and requirements, and develop effective solutions using Qlik to support their strategic goals.",2.6 ★,"MEDLOGIX, LLC2.6 ★","Lansdale, PA",-1,Unknown,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
